drill_id,drill_name,skill_category,resource_kind,variation_type,activity_family_id,description_length,has_description,has_coaching_notes,has_success_markers,has_equipment,has_duration,has_age_fit,has_difficulty,has_practice_role,has_regression,has_progression,has_safety_notes,instruction_minimum_pass,instruction_quality_tier,editorial_action,confidence,notes
808e703f-d60e-4a0b-8cbd-845bcb4cc1bb,Game-Speed Reaction Blocking,Catching,activity,,,443,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
babe5481-655c-4c2e-9985-2465937c1067,Blocking the Right Way — Technique to Reaction Reps,Catching,activity,,,493,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
a559ea0e-7d73-4920-905f-ccb86e117f4e,Flamingo Balance Drill — Single-Leg Stability,Pitching,activity,,,283,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
41ff62cc-fb54-4266-8d0c-083a1c341161,Follow-Through Hold Drill — Finishing Strong,Pitching,activity,,,289,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
b22aa9c8-7cd1-4dc0-bba3-c66b03396e21,The Heel-Toe Drill — Front Foot Landing,Pitching,activity,,,272,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
b1c3653c-82a0-446e-a9cb-0dd5ebf09864,Glove-Side Pull Drill — Front Side Control,Pitching,activity,,,284,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
f47eba7c-bf41-4e1a-8a65-882f6fdcb0b1,Stride Direction Drill — Using a Chalk Line or Tape,Pitching,activity,,,289,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
94124e82-c8f2-411b-9daa-f0a1a176663e,Kneel-Down (Wrist Snap) Drill — Release Point & Backspin,Pitching,activity,,,292,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
03eab7d0-7e67-4143-91e5-b8e4e783014a,The Rocker Drill — Hip Lead & Weight Shift,Pitching,activity,,,335,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
ffc26e2a-7801-42b7-b610-9a996527e638,Square Hips / Hip Lock Drill — Hip-Shoulder Separation,Pitching,activity,,,322,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
93cf7e08-9bd0-48c3-a344-26e092c651e7,Towel Drill — Arm Speed & Release Point,Pitching,activity,,,339,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression
a54d536f-e4f0-4dd5-91d2-d007bd274250,Balance Point Drill — Leg Lift & Pause,Pitching,activity,,,297,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression
cf56cda8-d397-4ed7-873b-560b78d6473e,The Swing Shuffle Drill — Momentum & Rhythm,Pitching,activity,,,322,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,USABLE,COMPLETE_MISSING,medium,fewer than two success markers; no progression or regression; no practice role
253fee8d-d86f-497b-83db-44e622fb0a2d,4-Part Windup Drill — Breaking Down the Delivery,Pitching,practice_unit,,,277,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
25b42f9f-7769-47ac-ad0e-f9140091660e,The Lawnmower Drill — Arm Action & Wrist Snap,Pitching,activity,,,449,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
77722605-74bc-44b8-9581-fdd1c7d9a4d3,Wrist Snap Drill,Pitching,activity,,,455,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
e5d28c39-30b0-48fd-9534-8a43cd8154db,Hip Lead Drill,Pitching,,,,453,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
fbbf59c6-6024-5692-9db9-6a0257139f65,Changeup Catch Play,Pitching,activity,,,463,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
2da70c16-18d3-4b63-8eca-12804ac048ea,"Calm Rundowns — Push Back, Follow Your Throw",Team Defense,activity,progression,ced192f0-32a9-4137-b521-f22b4822d782,160,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,USABLE,COMPLETE_MISSING,medium,description is thin on setup or execution; no progression or regression
dac833d7-c4f6-42ce-8409-ea83dd77fa65,Two-Base Pickle Drill,Team Defense,activity,base,ced192f0-32a9-4137-b521-f22b4822d782,158,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,USABLE,COMPLETE_MISSING,medium,description is thin on setup or execution; no progression or regression
b1f220a4-fdc3-4750-810f-b431e0c8a16f,Cutoff Responsibilities by Situation,Team Defense,activity,advanced,b38a7a6a-495e-43f5-a77d-d791c84ce300,173,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,USABLE,COMPLETE_MISSING,medium,description is thin on setup or execution; no progression or regression
ef98c922-d86a-46ea-913c-903b41c8ba2e,"Line Relay Race — Catch, Turn, Throw",Team Defense,activity,base,b38a7a6a-495e-43f5-a77d-d791c84ce300,187,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,USABLE,COMPLETE_MISSING,medium,no progression or regression
62b2ed36-03da-4e9d-a424-1d94620fde7d,Machine-Fed Relay Sequences at Game Speed,Team Defense,activity,,,154,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,USABLE,COMPLETE_MISSING,medium,description is thin on setup or execution; no progression or regression; no practice role
37f0c306-4c6c-4fa6-8491-96fa90893be9,Little League Cuts & Relays System,Team Defense,activity,progression,b38a7a6a-495e-43f5-a77d-d791c84ce300,173,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,USABLE,COMPLETE_MISSING,medium,description is thin on setup or execution; no progression or regression
91bc52cf-a234-4ad3-97a6-6df6038c752c,Game-Speed Rundown Execution,Team Defense,activity,advanced,ced192f0-32a9-4137-b521-f22b4822d782,453,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
f3ca0dde-8e0c-56f3-8791-29c0e51045f2,"Grounder to First, Pitcher Covers",Team Defense,activity,,,400,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
ab8f57ca-ebf4-49b7-8f08-e62e5dd54a3f,Dynamic Warm-Up with Arm Stretches,Warmup,practice_unit,,,214,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
3df6814c-4d77-4592-8693-9fd419ded05c,8 Baseball Warm-Up Exercises You Must Do,Warmup,practice_unit,,,243,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
