drill_id,current_name,skill_category,disposition,canonical_target_name,canonical_target_id,proposed_family_slug,proposed_variation_type,proposed_resource_kind,schedulable_after,preserve_current_video,source_video_id,source_video_url,confidence,rationale,requires_manual_review
874e0c3a-14d6-4edd-beed-e943c1373d6d,High Tee Drill,Hitting,MERGE_INTO,High Tee,037c8a5a-327f-42cf-a2a1-bd550fed9e68,hitting-high-tee,base,activity,yes,yes,iKX-qxQ1X5g,https://www.youtube.com/watch?v=iKX-qxQ1X5g,high,"High Tee Drill is High Tee on a different video. LEAVES the tee-work family, where it was the progression.",yes
ba88a3cd-b2ae-430b-bd5e-d06c53f58838,High Tee Drill — Hitting Up in the Zone,Hitting,VARIATION_OF,High Tee,037c8a5a-327f-42cf-a2a1-bd550fed9e68,hitting-high-tee,progression,activity,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,High Tee with the compact-path constraint added. Brief: variation.,no
32b31e2c-78f6-47a2-a166-7ce9a3053969,Hitting Tips for Tee Ball (4-5 Year Olds),Hitting,TEACHING_CONTENT,,,,,teaching_content,no,yes,k8Lzh6YJLUE,https://www.youtube.com/watch?v=k8Lzh6YJLUE,high,Parent-facing fundamentals for 4-5 year olds; no arrangement.,no
38d1c493-6e09-4708-8cb7-7fab7eda189f,How to Hit a Baseball Step by Step,Hitting,TEACHING_CONTENT,,,,,teaching_content,no,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,Step-by-step mechanics breakdown.,no
fd2b2033-22ec-48f1-96c9-646bb2a1a6f3,In-Swing Off-Speed Adjustment,Hitting,TEACHING_CONTENT,,,,,teaching_content,no,yes,oCq8NblqfQE,https://www.youtube.com/watch?v=oCq8NblqfQE,medium,Describes the correct in-swing adjustment; no setup or reps.,yes
55afb864-a8b0-496c-9b08-3e6805c7902d,Inside-Out Swing Drill (Fence Drill),Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,high,Named constraint object at a stated distance.,no
8f19ecd6-4892-46be-9f0c-b1aef17a86d6,Knee Drill (Rotational Load),Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,"Shares the NAME Knee Drill with a pitching row (7d82c674) and is a different activity. Name collision, not duplication.",yes
7a2a344c-b2d7-4bf6-b0a2-e1dec8d835ab,Line Drive Pro / Visual Feedback Swing Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,Named trainer with an improvised fallback.,no
31af2888-b541-479e-8a0f-78bcb528ea17,Load to Launch Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,8t_2jHXCdaI,https://www.youtube.com/watch?v=8t_2jHXCdaI,high,One transition drilled.,no
e597ce36-5625-42f2-a378-30052499bb18,Low Tee,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,Mirror of High Tee. Whether Low Tee joins hitting-high-tee as a height family is a Phase 2 call.,yes
ee6aa905-1e2c-4f96-8eff-4dc22fc01d4f,Mini Wiffle Ball & Skinny Bat Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,"Named equipment, one activity.",no
0e5e88b4-7b3c-4325-b658-179e638a8c24,One Hand Drill,Hitting,KEEP_CANONICAL,,,hitting-one-hand,base,activity,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,high,"CANONICAL One-Hand Hitting, per the brief.",no
966c4b46-bc36-4589-9bce-ca0682e24c13,One Hand Hitting Drill,Hitting,MERGE_INTO,One Hand Drill,0e5e88b4-7b3c-4325-b658-179e638a8c24,hitting-one-hand,base,activity,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,high,"One Hand Hitting Drill is One Hand Drill. Same video, same activity.",no
09efef50-4077-4e64-80cc-e7d31a8aaa23,One-Hand Tee Drill (Bottom Hand),Hitting,VARIATION_OF,One Hand Drill,0e5e88b4-7b3c-4325-b658-179e638a8c24,hitting-one-hand,regression,activity,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,high,"Bottom-hand isolation. Brief: a variation, not a duplicate.",no
0ddcfd4a-2520-4d3a-ae98-b647bf07c49b,One-Hand Tee Drill (Top Hand),Hitting,VARIATION_OF,One Hand Drill,0e5e88b4-7b3c-4325-b658-179e638a8c24,hitting-one-hand,progression,activity,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,high,"Top-hand isolation. LEAVES the tee-work family, where it sat as a regression of Tee Work — a different concept.",yes
769ab66e-93c9-41bb-8519-91bd3e0ab186,Oppo Tee & Toss — Stay Inside the Ball,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,OhWNIpPlcgA,https://www.youtube.com/watch?v=OhWNIpPlcgA,high,One repeatable tee/toss drill with a stated target field.,no
84ce5709-6afa-44ad-8a73-2e7c8320dd99,Opposite-Field Teaching Progression,Hitting,TEACHING_CONTENT,,,,,teaching_content,no,yes,pn3xtpCc8uM,https://www.youtube.com/watch?v=pn3xtpCc8uM,high,Five methods for teaching; addressed to the coach.,no
40b34435-fd5f-4263-ae2f-b53083ce4531,Overload/Underload Bat Speed Progression,Hitting,PRACTICE_UNIT,,,,,practice_unit,yes,yes,Oz1oGdb0n-8,https://www.youtube.com/watch?v=Oz1oGdb0n-8,medium,A sequenced bat-weight protocol run as a unit.,yes
9e9405f3-80fb-4ad6-928c-e7749be5e0f6,PVC Pipe Hip Rotation Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,"Named equipment, one movement, no bat.",no
5abc9df7-d4ad-40d3-b95e-2eb275e82710,PVC Posture Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,p7B12g_o4pQ,https://www.youtube.com/watch?v=p7B12g_o4pQ,high,"Same equipment as 9e9405f3, different purpose (posture, not rotation). Not a duplicate.",no
4148cfe0-4a27-4abc-a754-dcd5f2544f0e,Shoulder Swings — Stay Short to the Ball,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,high,One dry-swing constraint.,no
fe94a671-1d24-40fe-9771-4c7f5f708c14,Soft Toss,Hitting,KEEP_CANONICAL,,,soft-toss,base,activity,yes,yes,O7FHkj4EUpY,https://www.youtube.com/watch?v=O7FHkj4EUpY,high,CANONICAL Soft Toss. Takes the family base from the two duplicate rows below.,no
18e0cf1e-7f9b-4e51-9125-db81b04811a3,Soft Toss From the Side,Hitting,MERGE_INTO,Soft Toss,fe94a671-1d24-40fe-9771-4c7f5f708c14,soft-toss,base,activity,yes,yes,O7FHkj4EUpY,https://www.youtube.com/watch?v=O7FHkj4EUpY,high,Soft Toss From the Side is Soft Toss. Same video.,no
d38bd8d0-2293-41ce-a97d-b5cb15f47fbc,Soft Toss From the Side,Hitting,MERGE_INTO,Soft Toss,fe94a671-1d24-40fe-9771-4c7f5f708c14,soft-toss,base,activity,yes,yes,O7FHkj4EUpY,https://www.youtube.com/watch?v=O7FHkj4EUpY,high,"Exact duplicate of 18e0cf1e — same title, same video, both already base of the same family.",yes
252404f0-38c3-481f-a18b-f7ce0262903f,Stance & Athletic Position Drill,Hitting,KEEP_CANONICAL,,,hitting-stance,base,activity,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,CANONICAL stance work; carries the fuller setup.,no
4483bfeb-19df-401b-97ce-6f97e527a99b,Stance Drill,Hitting,MERGE_INTO,Stance & Athletic Position Drill,252404f0-38c3-481f-a18b-f7ce0262903f,hitting-stance,base,activity,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,Stance Drill is the same activity on the same video. Brief names this pair.,no
6c655fff-6181-4b7b-b22b-e1401e2e1f27,Stay Back — Beat the Changeup,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,8_6Ea45fL5s,https://www.youtube.com/watch?v=8_6Ea45fL5s,high,"Resolved in Phase 2C. Its video backs no other row, and the row is one station — varied-speed front toss, three rounds of twelve. The 'concept then drills' ambiguity is gone now the station is specified.",no
2a82682f-f56c-527b-ba67-b57bd5a62e4d,Stride Box,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,,,high,Stride control as a constraint. The three existing stride rows are all PITCHING stride; nothing constrained a hitter's.,no
f35c8a06-d0e9-4a8b-ac8a-efffb204f026,Stride Pause to Stride Swing Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,One pause point inserted into the swing.,no
bd106179-ca57-47ef-9e7e-5f8f235405b0,Tee Drill,Hitting,MERGE_INTO,Tee Work,6a2c9dc7-f08c-47fd-9a08-f9e117f466cb,tee-work,base,activity,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,Tee Drill and Tee Work carry WORD-FOR-WORD IDENTICAL descriptions and the same video.,no
6a2c9dc7-f08c-47fd-9a08-f9e117f466cb,Tee Work,Hitting,KEEP_CANONICAL,,,tee-work,base,activity,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,CANONICAL Tee Work; keeps its existing family base.,no
9300e679-69a7-4757-b74d-172103654860,Tee Work — Ball Out In Front,Hitting,VARIATION_OF,Tee Work,6a2c9dc7-f08c-47fd-9a08-f9e117f466cb,tee-work,progression,activity,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,Tee moved in front of the plate — a stated variation of the base setup.,no
feb4908a-bcde-4744-9a56-010c49b01072,The Catch Drill — Track & Read Pitches,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,0Phvj-iyLcc,https://www.youtube.com/watch?v=0Phvj-iyLcc,high,Hitters catch instead of swinging; one concrete constraint.,no
aeae3e6a-487e-4f74-874d-edfeb83d3446,The Move-'Em At-Bat — Advancing Runners,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,_yEr3pFHQUA,https://www.youtube.com/watch?v=_yEr3pFHQUA,medium,"A situational at-bat. Runnable as a live situation, but the row reads partly as analysis.",yes
ac27e607-b52e-4865-8240-5a9b7795a410,The Swing Rail / Stay Inside the Ball Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,Named guide with an improvised fallback.,no
6d491e2a-be0d-4c9a-94c4-6d66f6d6bfb8,The Track and Catch Drill — Head on the Ball,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,gOE484Meo_o,https://www.youtube.com/watch?v=gOE484Meo_o,high,A real single drill extracted from the 10 Best compilation video — proof a collection video contains genuine activities.,no
e6299ad6-888e-5507-a5a5-57cdf5359996,Turn and Take It,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,,,high,"Written for plate-confidence, which had a compilation, a parent-facing video, and a CATCHING row mis-mapped to a hitting problem.",no
ca7017e4-6fa1-4440-8d93-e08dd55eeaa8,Two-Strike Hitting Adjustment Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,gOE484Meo_o,https://www.youtube.com/watch?v=gOE484Meo_o,high,Also extracted from the 10 Best compilation. One concrete adjustment.,no
f5a6bed9-86d9-4578-85f9-8449c0fc1e33,Two-Tee Drill — Contact at Different Heights,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,Two tees at stated heights; one arrangement.,no
253fee8d-d86f-497b-83db-44e622fb0a2d,4-Part Windup Drill — Breaking Down the Delivery,Pitching,PRACTICE_UNIT,,,,,practice_unit,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,medium,"The delivery broken into four parts, run in sequence.",yes
1176adaf-60f6-4dc1-a596-f30773a9c5be,5 Youth Pitching Drills From Your Knees,Pitching,SOURCE_COLLECTION,,,,,source_collection,no,yes,Sx15PJz027o,https://www.youtube.com/watch?v=Sx15PJz027o,high,Five drills in one row.,no
7563acaf-50dc-4e28-b332-764a6a31c932,9 Best Pitching Drills for Kids,Pitching,SOURCE_COLLECTION,,,,,source_collection,no,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,"Nine drills, several named in the description.",no
868fa15d-bfde-4487-83af-d5b27e8962ba,9 Best Pitching Drills for Kids — Full Progression,Pitching,SOURCE_COLLECTION,,,,,source_collection,no,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,"Near-duplicate of 7563acaf: same nine drills, same video, different title.",yes
22aad66e-9d36-4b43-9d87-5b402d6621a0,Balance Drill,Pitching,MERGE_INTO,Balance Point Drill — Leg Lift & Pause,a54d536f-e4f0-4dd5-91d2-d007bd274250,,,activity,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,"Balance Drill is the balance point hold. Same video, thinner row.",no
a54d536f-e4f0-4dd5-91d2-d007bd274250,Balance Point Drill — Leg Lift & Pause,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,CANONICAL balance point hold; three rows collapse here.,no
fbbf59c6-6024-5692-9db9-6a0257139f65,Changeup Catch Play,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,,,high,"Written for no-changeup, whose three mapped rows were all grip explanations with no rep structure.",no
023d2682-3b38-4917-9ae2-6346e30c9abf,Changeup Grip Menu — Match the Grip to the Hand,Pitching,TEACHING_CONTENT,,,,,teaching_content,no,yes,Ji0QzOJe3hE,https://www.youtube.com/watch?v=Ji0QzOJe3hE,high,A menu of grips to choose from; nothing to run.,no
a559ea0e-7d73-4920-905f-ccb86e117f4e,Flamingo Balance Drill — Single-Leg Stability,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,"Single-leg holds for stated times, no ball. Distinct from the balance point hold.",no
45f3c274-4d4c-473f-bb3a-a74ecd64ef04,Follow Through Drill,Pitching,MERGE_INTO,Follow-Through Hold Drill — Finishing Strong,41ff62cc-fb54-4266-8d0c-083a1c341161,,,activity,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,high,"Same hold, same video, thinner row.",no
41ff62cc-fb54-4266-8d0c-083a1c341161,Follow-Through Hold Drill — Finishing Strong,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,high,CANONICAL follow-through hold with stated checks.,no
b1c3653c-82a0-446e-a9cb-0dd5ebf09864,Glove-Side Pull Drill — Front Side Control,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,One isolated arm with a stated action.,no
e5d28c39-30b0-48fd-9534-8a43cd8154db,Hip Lead Drill,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"Resolved in Phase 2C. The only argument for merging into the Rocker was a shared video; that video backs NINETEEN distinct rows including Wall Ball, Long Toss and High Five, so it is a compilation and carries no information about identity. Different setup from the Rocker.",no
6955e8e1-756d-4f11-a1ca-0675527ebc9e,Indoor Team Pitching Drills,Pitching,SOURCE_COLLECTION,,,,,source_collection,no,yes,TPIs68iqZVA,https://www.youtube.com/watch?v=TPIs68iqZVA,high,"Team drills, plural, gathered by venue rather than by activity.",no
7d82c674-bbcf-44da-99cf-4c1a8e1c123f,Knee Drill,Pitching,MERGE_INTO,Kneel-Down (Wrist Snap) Drill — Release Point & Backspin,94124e82-c8f2-411b-9daa-f0a1a176663e,,,activity,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,high,"Kneel and throw with forearm and wrist — the kneel-down drill, thinner row, same video.",no
94124e82-c8f2-411b-9daa-f0a1a176663e,Kneel-Down (Wrist Snap) Drill — Release Point & Backspin,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,high,CANONICAL kneel-down wrist snap with stated distance.,no
1cf0e1cf-3ea6-4610-85ab-73cad0708d37,Leg Lift Drill,Pitching,MERGE_INTO,Balance Point Drill — Leg Lift & Pause,a54d536f-e4f0-4dd5-91d2-d007bd274250,,,activity,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,Leg lift to balance point and hold — the same drill again.,no
8219d6db-fbe4-4ee2-93e5-4b5ecd46b12c,Must-Do Youth Pitching Drills for Beginners,Pitching,SOURCE_COLLECTION,,,,,source_collection,no,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,high,A collection of must-do drills.,no
14e902d5-2cfc-47fc-8670-52a5b8942f45,Rocker Drill,Pitching,MERGE_INTO,The Rocker Drill — Hip Lead & Weight Shift,03eab7d0-7e67-4143-91e5-b8e4e783014a,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"Rocker Drill, thinner row, same video.",no
9611311a-34f7-444d-a98c-44b689a181b6,Rotational Efficiency Drills,Pitching,SOURCE_COLLECTION,,,,,source_collection,no,yes,RXvrHLb0OII,https://www.youtube.com/watch?v=RXvrHLb0OII,medium,Two drills in one row.,yes
ffc26e2a-7801-42b7-b610-9a996527e638,Square Hips / Hip Lock Drill — Hip-Shoulder Separation,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,One position held at front foot landing.,no
f47eba7c-bf41-4e1a-8a65-882f6fdcb0b1,Stride Direction Drill — Using a Chalk Line or Tape,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,high,CANONICAL stride direction with named equipment.,no
6829d43b-3680-4524-bc97-16cb75d645a0,Stride Drill,Pitching,MERGE_INTO,Stride Direction Drill — Using a Chalk Line or Tape,f47eba7c-bf41-4e1a-8a65-882f6fdcb0b1,,,activity,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,high,"Chalk line stride check — the same drill, thinner row, same video.",no
9d2b4035-6c2c-4ae2-891c-c617aee30d22,"Teaching the Changeup — Fastball Arm, Slower Ball",Pitching,TEACHING_CONTENT,,,,,teaching_content,no,yes,9CzbPIQfXmM,https://www.youtube.com/watch?v=9CzbPIQfXmM,high,A method for developing a pitch; instruction to the coach.,no
b22aa9c8-7cd1-4dc0-bba3-c66b03396e21,The Heel-Toe Drill — Front Foot Landing,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,One landing cue drilled.,no
25b42f9f-7769-47ac-ad0e-f9140091660e,The Lawnmower Drill — Arm Action & Wrist Snap,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,9EAbFFMBBGE,https://www.youtube.com/watch?v=9EAbFFMBBGE,high,One named isolation of arm action.,no
03eab7d0-7e67-4143-91e5-b8e4e783014a,The Rocker Drill — Hip Lead & Weight Shift,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,CANONICAL Rocker Drill; three rows collapse here.,no
29ba52d6-4c87-40be-9c07-e0e760bf4cbc,The Rocker Drill for Pitching,Pitching,MERGE_INTO,The Rocker Drill — Hip Lead & Weight Shift,03eab7d0-7e67-4143-91e5-b8e4e783014a,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,"The Rocker Drill for Pitching is the Rocker Drill. Same video, same coach.",no
cf56cda8-d397-4ed7-873b-560b78d6473e,The Swing Shuffle Drill — Momentum & Rhythm,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,One rhythm pattern with a stated step.,no
93cf7e08-9bd0-48c3-a344-26e092c651e7,Towel Drill — Arm Speed & Release Point,Pitching,KEEP_CANONICAL,,,,,activity,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,CANONICAL towel drill with stated equipment and partner.,no
efc92935-5d8b-48d1-b56a-ac965f0f3716,Towel Snap Drill,Pitching,MERGE_INTO,Towel Drill — Arm Speed & Release Point,93cf7e08-9bd0-48c3-a344-26e092c651e7,,,activity,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,high,"Towel Snap is the towel drill, thinner row, same video.",no
3ac709ad-ed24-436f-ae50-31c43c4261a7,Traditional Changeup — Grip & First Throws,Pitching,TEACHING_CONTENT,,,,,teaching_content,no,yes,RJRjtqWjNnQ,https://www.youtube.com/watch?v=RJRjtqWjNnQ,high,Grip introduction; nothing arranged.,no
77722605-74bc-44b8-9581-fdd1c7d9a4d3,Wrist Snap Drill,Pitching,MERGE_INTO,Kneel-Down (Wrist Snap) Drill — Release Point & Backspin,94124e82-c8f2-411b-9daa-f0a1a176663e,,,activity,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,medium,Isolating wrist snap on the same video as the kneel-down drill; likely the same activity.,yes
73c7c466-4de3-45a1-ad1b-bfc7100bb5a0,Youth Pitching Mechanics — Complete Step-by-Step Breakdown,Pitching,TEACHING_CONTENT,,,,,teaching_content,no,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,high,Complete mechanics walkthrough with slow motion.,no
731d15d2-5e07-4a45-abb4-96163738905e,How to Soft Toss,Soft Toss,TEACHING_CONTENT,,,,,teaching_content,no,yes,rV3EQ5tHcNE,https://www.youtube.com/watch?v=rV3EQ5tHcNE,medium,Proper technique for the feeder; instruction rather than an activity.,yes
4cd55f36-4ac8-447a-9633-936c9b1f6c22,Ripken Soft Toss Drill,Soft Toss,KEEP_CANONICAL,,,,,activity,yes,yes,TZ9CQUmPjn8,https://www.youtube.com/watch?v=TZ9CQUmPjn8,high,A named constraint (eliminate the lower half) on soft toss.,no
fac499f5-7d4b-49b2-a924-55c97a96eeef,Sunflower Seed Soft Toss,Soft Toss,KEEP_CANONICAL,,,,,activity,yes,yes,I5KNd4H_b4Q,https://www.youtube.com/watch?v=I5KNd4H_b4Q,high,Named substitute object; a distinct activity.,no
1f64a6c2-11bd-40d4-a45d-ae028f83db91,Two Balls Toss Drill,Soft Toss,KEEP_CANONICAL,,,soft-toss,advanced,activity,yes,yes,pOu6Rfnf8og,https://www.youtube.com/watch?v=pOu6Rfnf8og,high,Keeps its existing family role as the advanced variation.,no
2da70c16-18d3-4b63-8eca-12804ac048ea,"Calm Rundowns — Push Back, Follow Your Throw",Team Defense,KEEP_CANONICAL,,,rundowns,progression,activity,yes,yes,cV8Ivq0XcJA,https://www.youtube.com/watch?v=cV8Ivq0XcJA,high,Keeps its existing family role.,no
b1f220a4-fdc3-4750-810f-b431e0c8a16f,Cutoff Responsibilities by Situation,Team Defense,KEEP_CANONICAL,,,cuts-and-relays,advanced,activity,yes,yes,wIU9NdCBBkE,https://www.youtube.com/watch?v=wIU9NdCBBkE,high,Keeps its existing family role.,no
91bc52cf-a234-4ad3-97a6-6df6038c752c,Game-Speed Rundown Execution,Team Defense,KEEP_CANONICAL,,,rundowns,advanced,activity,yes,yes,OAbBekHAk_g,https://www.youtube.com/watch?v=OAbBekHAk_g,high,Game-speed rundown; joins the existing rundowns family above the progression.,no
f3ca0dde-8e0c-56f3-8791-29c0e51045f2,"Grounder to First, Pitcher Covers",Team Defense,KEEP_CANONICAL,,,,,activity,yes,yes,,,high,The 3-1 play. Nothing in the library covered the pitcher covering first.,no
ef98c922-d86a-46ea-913c-903b41c8ba2e,"Line Relay Race — Catch, Turn, Throw",Team Defense,KEEP_CANONICAL,,,cuts-and-relays,base,activity,yes,yes,YipF1W7BDJM,https://www.youtube.com/watch?v=YipF1W7BDJM,high,Keeps its existing family role.,no
37f0c306-4c6c-4fa6-8491-96fa90893be9,Little League Cuts & Relays System,Team Defense,KEEP_CANONICAL,,,cuts-and-relays,progression,activity,yes,yes,Yle6R1-flA8,https://www.youtube.com/watch?v=Yle6R1-flA8,high,Keeps its existing family role.,no
62b2ed36-03da-4e9d-a424-1d94620fde7d,Machine-Fed Relay Sequences at Game Speed,Team Defense,KEEP_CANONICAL,,,,,activity,yes,yes,TJXQiYdueQc,https://www.youtube.com/watch?v=TJXQiYdueQc,high,One machine-fed sequence at game speed.,no
dac833d7-c4f6-42ce-8409-ea83dd77fa65,Two-Base Pickle Drill,Team Defense,KEEP_CANONICAL,,,rundowns,base,activity,yes,yes,OEYEvKRh2eQ,https://www.youtube.com/watch?v=OEYEvKRh2eQ,high,Keeps its existing family role.,no
455f390b-dd25-4389-a65d-9485f7b6fa53,10 Best Baseball Throwing Drills for Kids,Throwing,SOURCE_COLLECTION,,,,,source_collection,no,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,"Ten drills in one row, several named.",no
02521925-f738-4f32-a8e5-cc2951732244,10 Best Baseball Throwing Drills for Kids — Full Progression,Throwing,SOURCE_COLLECTION,,,,,source_collection,no,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,"Near-duplicate of 455f390b: same ten drills, same video, different title.",yes
3269f5db-7541-42a7-b085-0b209f0dd8a6,Bullseye Challenge — Throwing Accuracy Competition,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,A scored competition extracted from the compilation video.,no
f94e6efc-9146-469b-bee2-c46466d882aa,Catch Drill,Throwing,MERGE_INTO,EASY Baseball Catch Drill — First Catch Fundamentals,09b8ebeb-a43d-40db-b1ae-eaa44e48f82c,throwing-first-catch,base,activity,yes,yes,pPx0lH8Kd3Y,https://www.youtube.com/watch?v=pPx0lH8Kd3Y,high,"Fingers up/down catch basics — the same drill as 09b8ebeb, same video, thinner row.",no
d4efaaad-808d-4e4f-8539-9c56c5c1835a,Clean Up Crew — Fun Fielding-to-Throw Game,Throwing,KEEP_CANONICAL,,,,,activity,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,high,A named game with a stated field setup.,no
73f5fef2-af64-4577-998d-da854cebb0cf,Crow Hop — Arm Strength and Outfield Throwing,Throwing,KEEP_CANONICAL,,,throwing-crow-hop,base,activity,yes,yes,ZMuVnmUY2CI,https://www.youtube.com/watch?v=ZMuVnmUY2CI,high,"CANONICAL Crow Hop, per the brief.",no
ad6b8ea5-77db-4779-a08a-d59ae44bcdfc,Crow Hop Drill,Throwing,MERGE_INTO,Crow Hop — Arm Strength and Outfield Throwing,73f5fef2-af64-4577-998d-da854cebb0cf,throwing-crow-hop,base,activity,yes,yes,ZMuVnmUY2CI,https://www.youtube.com/watch?v=ZMuVnmUY2CI,high,Crow Hop Drill is Crow Hop. Same video. Brief names this pair.,no
