priority,video_id,drills_on_video,drill_id,drill_name,skill_category,video_url,start,source,notes
P3,Ji0QzOJe3hE,1,023d2682-3b38-4917-9ae2-6346e30c9abf,"Changeup Grip Menu — Match the Grip to the Hand","Pitching",https://www.youtube.com/watch?v=Ji0QzOJe3hE,,,
P3,jQ155czytTU,1,a50b19b7-e1ef-48fb-81b0-7cff9a96a0a0,"How to Bunt Like a PRO","Bunting",https://www.youtube.com/watch?v=jQ155czytTU,,,
P3,JVwDSgbUfBM,1,f9d5d796-ce11-4964-bc70-a3ce5f8a607f,"Steal Breaks — Reading the Pitcher & First Move","Baserunning",https://www.youtube.com/watch?v=JVwDSgbUfBM,,,
P3,jw2edYj5Pk4,1,6103f317-ff80-4422-a86a-e83d9e15d80b,"How to Bunt - Youth Skills","Bunting",https://www.youtube.com/watch?v=jw2edYj5Pk4,,,
P3,k7OgmDDosck,1,a9b479c8-a255-4886-b35f-02986820de03,"Skills and Drills for Baserunning","Baserunning",https://www.youtube.com/watch?v=k7OgmDDosck,,,
P3,k8Lzh6YJLUE,1,32b31e2c-78f6-47a2-a166-7ce9a3053969,"Hitting Tips for Tee Ball (4-5 Year Olds)","Hitting",https://www.youtube.com/watch?v=k8Lzh6YJLUE,,,
P3,k9ihDpMSAdM,1,bca3c9cb-536d-4066-b9d5-5d960f4eb9a7,"5-Point Baserunning Checklist Drill","Baserunning",https://www.youtube.com/watch?v=k9ihDpMSAdM,,,
P3,kOz3WRPiXr8,1,267777ed-01d2-4985-a4aa-5a1c41299f11,"Fun Fielding Drill for Young Players","Fielding (Infield)",https://www.youtube.com/watch?v=kOz3WRPiXr8,,,
P3,Kwo1k2i-tSE,1,fe58cb41-277b-4757-bd46-dc78206d4d45,"3 Simple Framing Drills for Catchers","Catching",https://www.youtube.com/watch?v=Kwo1k2i-tSE,,,
P3,Lnfgd_ld_CM,1,79c17c8e-3331-4930-a729-a0d18196cf73,"3 Great Drills for Teaching Fly Balls","Fielding (Fly Balls)",https://www.youtube.com/watch?v=Lnfgd_ld_CM,,,
P3,LtzwCrthlTY,1,4e1975e2-eb6b-49a8-9d29-0b9d0afd2f68,"Simple Throwing Progressions","Throwing",https://www.youtube.com/watch?v=LtzwCrthlTY,,,
P3,m74alEFc8FE,1,40eebd5c-d2ab-4245-92bc-5cf73e68ba87,"Back Knee Down - Stay Centered","Hitting",https://www.youtube.com/watch?v=m74alEFc8FE,,,
P3,MNouzjZQ4wo,1,b194ff1d-f857-47d5-911c-0bab06c6e6bc,"Baseball Dynamic Stretches for Youth Players","Athletic Development",https://www.youtube.com/watch?v=MNouzjZQ4wo,,,
P3,moFsNt7cOig,1,4c68b693-a617-4827-a732-653c2a64a27d,"The Flamingo Drill","Fielding (Infield)",https://www.youtube.com/watch?v=moFsNt7cOig,,,
P3,n8OCrOmbTBU,1,808e703f-d60e-4a0b-8cbd-845bcb4cc1bb,"Game-Speed Reaction Blocking","Catching",https://www.youtube.com/watch?v=n8OCrOmbTBU,,,
P3,NEfaNRgWJdU,1,ba7e4b8c-ad36-45bd-9b63-b7b354b9d43d,"Freeze at Extension Drill","Hitting",https://www.youtube.com/watch?v=NEfaNRgWJdU,,,
P3,OAbBekHAk_g,1,91bc52cf-a234-4ad3-97a6-6df6038c752c,"Game-Speed Rundown Execution","Team Defense",https://www.youtube.com/watch?v=OAbBekHAk_g,,,
P3,oCq8NblqfQE,1,fd2b2033-22ec-48f1-96c9-646bb2a1a6f3,"In-Swing Off-Speed Adjustment","Hitting",https://www.youtube.com/watch?v=oCq8NblqfQE,,,
P3,OEYEvKRh2eQ,1,dac833d7-c4f6-42ce-8409-ea83dd77fa65,"Two-Base Pickle Drill","Team Defense",https://www.youtube.com/watch?v=OEYEvKRh2eQ,,,
P3,OhWNIpPlcgA,1,769ab66e-93c9-41bb-8519-91bd3e0ab186,"Oppo Tee & Toss — Stay Inside the Ball","Hitting",https://www.youtube.com/watch?v=OhWNIpPlcgA,,,
P3,Oz1oGdb0n-8,1,40b34435-fd5f-4263-ae2f-b53083ce4531,"Overload/Underload Bat Speed Progression","Hitting",https://www.youtube.com/watch?v=Oz1oGdb0n-8,,,
P3,p7B12g_o4pQ,1,5abc9df7-d4ad-40d3-b95e-2eb275e82710,"PVC Posture Drill","Hitting",https://www.youtube.com/watch?v=p7B12g_o4pQ,,,
P3,pIx9tM4NKrU,1,cf43c787-c5f1-4188-9aff-e574b2b08c0a,"Deaden & Direct — Bunt Placement Drill","Bunting",https://www.youtube.com/watch?v=pIx9tM4NKrU,,,
P3,pn3xtpCc8uM,1,84ce5709-6afa-44ad-8a73-2e7c8320dd99,"Opposite-Field Teaching Progression","Hitting",https://www.youtube.com/watch?v=pn3xtpCc8uM,,,
P3,pOu6Rfnf8og,1,1f64a6c2-11bd-40d4-a45d-ae028f83db91,"Two Balls Toss Drill","Soft Toss",https://www.youtube.com/watch?v=pOu6Rfnf8og,,,
P3,QR2QWQTHp-s,1,5afa81e5-ec55-4066-b62f-1b535884060b,"Advanced First Base — Off-Line Throws, Picks & Short Hops","Fielding (Infield)",https://www.youtube.com/watch?v=QR2QWQTHp-s,,,
P3,qvwkdxepqTk,1,744a47da-ef0c-42b0-b961-1175aaad42d9,"Outfield Drop Step Drill","Fielding (Fly Balls)",https://www.youtube.com/watch?v=qvwkdxepqTk,,,
P3,R1sbhgRzneQ,1,6c2e8d58-e7f0-4727-b561-cb61bca27e25,"First Base Footwork & Throw Adjustments","Fielding (Infield)",https://www.youtube.com/watch?v=R1sbhgRzneQ,,,
P3,RJRjtqWjNnQ,1,3ac709ad-ed24-436f-ae50-31c43c4261a7,"Traditional Changeup — Grip & First Throws","Pitching",https://www.youtube.com/watch?v=RJRjtqWjNnQ,,,
P3,Rlfpp7_DBmQ,1,0833de14-902c-408a-a3a9-a8c4df28c4f1,"Cross-Shuffle Drill","Fielding (Infield)",https://www.youtube.com/watch?v=Rlfpp7_DBmQ,,,
P3,RmlsQPV4OGs,1,367642e8-dfd4-4988-90e5-f2c4d10b3401,"Catcher Throw-Down Footwork to Second","Catching",https://www.youtube.com/watch?v=RmlsQPV4OGs,,,
P3,rV3EQ5tHcNE,1,731d15d2-5e07-4a45-abb4-96163738905e,"How to Soft Toss","Soft Toss",https://www.youtube.com/watch?v=rV3EQ5tHcNE,,,
P3,RXvrHLb0OII,1,9611311a-34f7-444d-a98c-44b689a181b6,"Rotational Efficiency Drills","Pitching",https://www.youtube.com/watch?v=RXvrHLb0OII,,,
P3,sDhB2fAoQsA,1,8f9473e4-ff47-41cd-96b1-756aa76a3379,"2 Outfield Drills for Fly Balls","Fielding (Fly Balls)",https://www.youtube.com/watch?v=sDhB2fAoQsA,,,
P3,SHA1orN7eHE,1,192913af-c080-4361-b20e-f88f29db530f,"The Hands Routine — Infield Fielding Drill","Fielding (Infield)",https://www.youtube.com/watch?v=SHA1orN7eHE,,,
P3,slqo583qoAg,1,9d95c228-0f42-487d-bfa0-164df2646c50,"9-Exercise J-Band Strength Routine","Arm Care",https://www.youtube.com/watch?v=slqo583qoAg,,,
P3,SR8atnQMvg4,1,2db609fb-e152-400c-8927-038809eb062f,"Competitive Team Bunting Game","Bunting",https://www.youtube.com/watch?v=SR8atnQMvg4,,,
P3,Sx-nSeUhACM,1,0997fc64-a8e8-44b1-995c-3aa1e0291a99,"Baby Steps - Hip Load","Hitting",https://www.youtube.com/watch?v=Sx-nSeUhACM,,,
P3,Sx15PJz027o,1,1176adaf-60f6-4dc1-a596-f30773a9c5be,"5 Youth Pitching Drills From Your Knees","Pitching",https://www.youtube.com/watch?v=Sx15PJz027o,,,
P3,SXfbP6x3iXI,1,b9bb75c7-9ed0-47ee-9d11-2de953510027,"Secondary Lead & Delayed Steal","Baserunning",https://www.youtube.com/watch?v=SXfbP6x3iXI,,,
P3,tduq0roBxl0,1,b2de2724-cd95-417e-ad7a-d6df5e55b34d,"Fastest Technique Running Out of the Box","Baserunning",https://www.youtube.com/watch?v=tduq0roBxl0,,,
P3,TJXQiYdueQc,1,62b2ed36-03da-4e9d-a424-1d94620fde7d,"Machine-Fed Relay Sequences at Game Speed","Team Defense",https://www.youtube.com/watch?v=TJXQiYdueQc,,,
P3,Tjzv5anKEe0,1,a1914ed5-c1e1-4123-ad4c-66685131199b,"Top 5 Blocking Drills for Catchers","Catching",https://www.youtube.com/watch?v=Tjzv5anKEe0,,,
P3,TPIs68iqZVA,1,6955e8e1-756d-4f11-a1ca-0675527ebc9e,"Indoor Team Pitching Drills","Pitching",https://www.youtube.com/watch?v=TPIs68iqZVA,,,
P3,TZ9CQUmPjn8,1,4cd55f36-4ac8-447a-9633-936c9b1f6c22,"Ripken Soft Toss Drill","Soft Toss",https://www.youtube.com/watch?v=TZ9CQUmPjn8,,,
P3,U9Gr4OnGJQA,1,64c760e9-fb4d-449a-ba23-81dd057e0b11,"4 High-Energy Infield Drills","Fielding (Infield)",https://www.youtube.com/watch?v=U9Gr4OnGJQA,,,
P3,Uj5lw17XvuI,1,6517d249-a27d-41af-a86e-72bb8187c28b,"The Cone Drill","Fielding (Infield)",https://www.youtube.com/watch?v=Uj5lw17XvuI,,,
P3,wIU9NdCBBkE,1,b1f220a4-fdc3-4750-810f-b431e0c8a16f,"Cutoff Responsibilities by Situation","Team Defense",https://www.youtube.com/watch?v=wIU9NdCBBkE,,,
P3,wMZkEfiFBxc,1,9335a346-33a3-4bd1-b65c-2664f9c7fcfb,"Pop-Up Slide — Slide and Advance","Baserunning",https://www.youtube.com/watch?v=wMZkEfiFBxc,,,
P3,WQ9ggLQJ96M,1,dfa91c84-6ce8-4d03-9c5d-4252adc5fe3d,"Complete Pitching and Throwing Warm-Up Routine","Arm Care",https://www.youtube.com/watch?v=WQ9ggLQJ96M,,,
P3,WUIM8NqNETg,1,97efe128-5367-4ad5-959e-9c32f3b565e3,"Essential Outfield Drills — Fly Balls and Ground Balls","Fielding (Fly Balls)",https://www.youtube.com/watch?v=WUIM8NqNETg,,,
P3,x5oEDLlVpqo,1,0dba3ce4-0df5-4905-b95b-09705a5595d5,"Call It Early — Outfield Communication Basics","Fielding (Fly Balls)",https://www.youtube.com/watch?v=x5oEDLlVpqo,,,
P3,XySDLIYnuyw,1,41594e0a-9e09-44f9-96f5-5b4ef955afab,"Catching For Beginners (Jingle)","Catching",https://www.youtube.com/watch?v=XySDLIYnuyw,,,
P3,y4Ep5hji9TI,1,01316f5d-8ea2-451f-a243-5e5edbd47d74,"Catcher Footwork Skills and Drills","Catching",https://www.youtube.com/watch?v=y4Ep5hji9TI,,,
P3,yaPtL61nSzU,1,3df6814c-4d77-4592-8693-9fd419ded05c,"8 Baseball Warm-Up Exercises You Must Do","Warmup",https://www.youtube.com/watch?v=yaPtL61nSzU,,,
P3,yiG7Lm-Vv28,1,29276b7a-fd04-45ff-825d-1d715d384908,"Fly Ball Drill with Cones","Fielding (Fly Balls)",https://www.youtube.com/watch?v=yiG7Lm-Vv28,,,
P3,YipF1W7BDJM,1,ef98c922-d86a-46ea-913c-903b41c8ba2e,"Line Relay Race — Catch, Turn, Throw","Team Defense",https://www.youtube.com/watch?v=YipF1W7BDJM,,,
P3,yJxiRn88Ms0,1,478cb186-6370-494d-b94a-47136344ccd8,"One-Knee Receiving — Advanced Framing Setup","Catching",https://www.youtube.com/watch?v=yJxiRn88Ms0,,,
P3,Yle6R1-flA8,1,37f0c306-4c6c-4fa6-8491-96fa90893be9,"Little League Cuts & Relays System","Team Defense",https://www.youtube.com/watch?v=Yle6R1-flA8,,,
P3,YLocEKnieBA,1,a648dcab-45b3-4c81-9ed4-f29eaea4323e,"Bunting with Lacrosse Stick","Bunting",https://www.youtube.com/watch?v=YLocEKnieBA,,,
P3,yrgUzW0UK40,1,ce379eeb-fa92-47f0-b41f-dd3831ebc5bc,"Youth J-Band Routine — Pre-Throwing Activation","Arm Care",https://www.youtube.com/watch?v=yrgUzW0UK40,,,
P3,Z1erh6UVR_w,1,5f398d5c-6377-4119-b5b7-99b81f4b8028,"MLB-Style Receiving & Framing Circuit","Catching",https://www.youtube.com/watch?v=Z1erh6UVR_w,,,
P3,zp0hdAmWwZw,1,6f1ef230-3f1a-4bcd-a969-87be5cdc65ed,"Youth Infield Drill (Practice Anywhere)","Fielding (Infield)",https://www.youtube.com/watch?v=zp0hdAmWwZw,,,
