# Drill canonicalization Phase 1 — the editorial decision for every curated row.
#
# THIS FILE IS THE DECISION, scripts/build-canon-audit.ts is only the join.
# One line per drill_resources row. A row missing from here fails the build of
# docs/audits/drill-canonicalization-decisions.csv, which is the mechanism that
# makes "zero rows may disappear from this audit" true rather than hopeful.
#
# disposition        resource_kind implied      schedulable after
#   KEEP_CANONICAL     activity                   yes
#   MERGE_INTO         activity                   yes  (family redundancy stops co-scheduling)
#   VARIATION_OF       activity                   yes
#   PROGRESSION_OF     activity                   yes
#   PRACTICE_UNIT      practice_unit              yes, on surfaces that support it
#   SOURCE_COLLECTION  source_collection          NO
#   TEACHING_CONTENT   teaching_content           NO
#   REVIEW_REQUIRED    (left NULL)                yes — unknown must not demote
#
# MERGE_INTO in Phase 1 means: both rows join ONE family, the canonical row is
# `base`. It does NOT mean a delete and does NOT hide the loser from the
# library — there is no duplicate_of column yet and history must still resolve.
# Library de-duplication is Phase 2. Said plainly so nobody reads a merge here
# as a merge that happened.
#
# id	disposition	canonical_target_id	family_slug	variation_type	confidence	review	rationale
#
# ── ARM CARE (5) — outside the pilot; decisions recorded, nothing written ────
f94e6efc-9146-469b-bee2-c46466d882aa	MERGE_INTO	09b8ebeb-a43d-40db-b1ae-eaa44e48f82c	throwing-first-catch	base	high	no	Fingers up/down catch basics — the same drill as 09b8ebeb, same video, thinner row.
d4efaaad-808d-4e4f-8539-9c56c5c1835a	KEEP_CANONICAL			 	high	no	A named game with a stated field setup.
73f5fef2-af64-4577-998d-da854cebb0cf	KEEP_CANONICAL		throwing-crow-hop	base	high	no	CANONICAL Crow Hop, per the brief.
ad6b8ea5-77db-4779-a08a-d59ae44bcdfc	MERGE_INTO	73f5fef2-af64-4577-998d-da854cebb0cf	throwing-crow-hop	base	high	no	Crow Hop Drill is Crow Hop. Same video. Brief names this pair.
09b8ebeb-a43d-40db-b1ae-eaa44e48f82c	KEEP_CANONICAL		throwing-first-catch	base	high	no	CANONICAL first-catch fundamentals; carries the fuller description.
012241e0-c2ce-4a32-b037-39f90bd35437	KEEP_CANONICAL			 	high	no	Stated rule: one step back on a clean catch. A real drill from a compilation video.
a663b235-d115-4a52-a9d4-b33ba37e0e2a	KEEP_CANONICAL			 	high	no	One stated first-day arrangement.
663dc298-e5f2-4ea8-9d6d-6812e652cf28	KEEP_CANONICAL			 	medium	no	One competitive throwing drill from a named coach.
64b38072-cd1c-4f0f-a3e1-9958c8cb0736	MERGE_INTO	ce798b52-883f-4cf3-a6b8-311ef084a1be	throwing-funnel	base	high	no	Funnel Drill, thinner row, same video. Brief names this pair.
ce798b52-883f-4cf3-a6b8-311ef084a1be	KEEP_CANONICAL		throwing-funnel	base	high	no	CANONICAL Funnel Drill; carries the fuller arm-path description.
e4309ffb-fa02-4c6d-ac87-a6580e8c5bff	KEEP_CANONICAL			 	high	no	One cue with one physical prompt.
e9b7c3c8-ce7b-44d9-9311-cacf9354400d	TEACHING_CONTENT			 	high	no	Grip to follow-through with slow motion; mechanics instruction.
1a1767cc-35ca-47f3-ad7d-5a920add6597	TEACHING_CONTENT			 	high	no	Breaks down proper mechanics; no arrangement.
6759598d-9bfc-47b2-91f1-31c77fc97cb5	KEEP_CANONICAL			 	high	no	Phase one of a throwing progression, stated as its own setup and distance.
3f2af696-fe22-4fb6-936f-fefe7d86681a	KEEP_CANONICAL		throwing-long-toss	base	high	no	CANONICAL Long Toss, per the brief.
2b5adf22-f8b1-4cfe-87e9-fe7ec1a1957e	PROGRESSION_OF	3f2af696-fe22-4fb6-936f-fefe7d86681a	throwing-long-toss	progression	high	no	A stated distance protocol built on Long Toss. Brief: canonical plus progression, NOT a merge.
726384a7-dacf-440b-8b42-381843a01722	KEEP_CANONICAL			 	high	no	Two throw types in a stated sequence.
5b5b59e9-4906-4ba5-ad8b-1e9608041ef5	KEEP_CANONICAL			 	medium	no	Basic partner catch. Distinct from the warm-up routine in d6a3170b.
50087451-2665-4c78-b968-ca56e9ceec3b	KEEP_CANONICAL			 	high	no	One alignment cue drilled.
e40632d7-5ffb-42e9-9652-bd9a49e68ff5	KEEP_CANONICAL			 	high	yes	Brief: Quick Hands and Quick Hands Quick Feet are RELATED, NOT duplicates. Deliberately not merged despite the shared video.
84930859-7689-4f1f-a9ba-5e71b4991af9	KEEP_CANONICAL			 	high	yes	Adds feet to the transfer. Deliberately kept separate from e40632d7.
2ac95ee1-db4f-4ab1-b2ec-569a5419b6ef	KEEP_CANONICAL			 	high	no	One named combination for one position group.
f1e620a8-1016-4097-b104-502ddcab967a	KEEP_CANONICAL		solo-throwing-reps	progression	high	yes	Keeps the family but moves off base: the family held TWO base rows, which is a pre-existing data fault.
4e1975e2-eb6b-49a8-9d29-0b9d0afd2f68	PRACTICE_UNIT			 	medium	yes	Step-by-step progressions run as a sequence.
0200c065-9f6f-4a76-bd9a-22e46141a6ce	KEEP_CANONICAL			 	high	no	One named concept with one physical check.
3a2f690d-095d-46ea-98e8-088a7a7ea7db	KEEP_CANONICAL			 	high	no	Scored race with a stated reset rule.
530bc412-32f9-4d31-b892-f95ebced2514	MERGE_INTO	69d859e5-5214-4b2d-b42f-07fcc56ff519	throwing-knee-hip-full	base	high	no	The same three-phase progression, thinner row, same video.
28d76619-82c7-4b4f-aaa8-16464ba10b1b	MERGE_INTO	69d859e5-5214-4b2d-b42f-07fcc56ff519	throwing-knee-hip-full	base	high	no	The same progression again under a generic title. Brief: normalize generic Throwing Progression titles carefully.
69d859e5-5214-4b2d-b42f-07fcc56ff519	PRACTICE_UNIT		throwing-knee-hip-full	base	high	no	CANONICAL knee/hip/full progression. A sequence run as one block, so practice_unit rather than activity.
9a6f58a3-0172-47e6-b159-8eb98306f5ca	KEEP_CANONICAL			 	high	no	One stated catching rule.
3cc99259-c968-4977-bd66-c168250a27b8	KEEP_CANONICAL		solo-throwing-reps	base	high	no	CANONICAL Wall Ball and the family base, per the brief.
d873c9db-09cd-406c-b53b-fbd6d5033185	VARIATION_OF	3cc99259-c968-4977-bd66-c168250a27b8	solo-throwing-reps	progression	high	no	Full mechanics against the wall. Brief: canonical plus variation, NOT a merge.
d6a3170b-ec74-4e4f-96df-64fba2aed225	REVIEW_REQUIRED			 	low	yes	A pre-practice warm-up routine that may be Partner Catch under another name, or a unit of its own.
# ── WARMUP (2) ──────────────────────────────────────────────────────────────
3df6814c-4d77-4592-8693-9fd419ded05c	PRACTICE_UNIT			 	high	no	Eight named exercises run as one warm-up block.
ab8f57ca-ebf4-49b7-8f08-e62e5dd54a3f	PRACTICE_UNIT			 	high	no	A dynamic warm-up routine run as one block.
